strategy,start_date,end_date,days,trades,trade_days,final_account,total_pnl,return_pct,win_rate,mean_R,median_R,mean_trade_pnl,mean_trade_return,mean_ev,median_ev,mean_selection_score,mean_sized_risk,profit_factor,max_drawdown_dollars,max_drawdown_pct
m=1.5,2011-10-06 00:00:00,2026-02-27 00:00:00,3618,1957,1957,468828.09191496053,468728.09191496053,468728.09191496053,0.5022994379151763,0.10846937061655665,0.01472698241233733,239.5135881016659,0.005389833424347591,0.2925712717905675,0.2424163568777684,0.2925712717905675,0.046216474921411045,1.1657618571308814,-258318.89882519894,-47.10546490372918
