date,m1.5
2011-10-06,98.561991670636
2011-10-07,98.561991670636
2011-10-10,101.90717691980026
2011-10-11,100.08219883783771
2011-10-12,100.08219883783771
2011-10-13,101.19682502641871
2011-10-14,100.92618267493229
2011-10-17,100.92618267493229
2011-10-18,100.92618267493229
2011-10-19,95.87987354118567
2011-10-20,95.87987354118567
2011-10-21,95.87987354118567
2011-10-24,95.87987354118567
2011-10-25,91.08587986412638
2011-10-26,91.08587986412638
2011-10-27,86.53158587092007
2011-10-28,82.20500657737406
2011-10-31,82.20500657737406
2011-11-01,86.82804440133675
2011-11-02,87.13702322361641
2011-11-03,85.18760488444201
2011-11-04,83.08019013994658
2011-11-07,83.08019013994658
2011-11-08,83.08019013994658
2011-11-09,78.92618063294925
2011-11-10,78.92618063294925
2011-11-11,78.92618063294925
2011-11-14,74.9798716013018
2011-11-15,74.9798716013018
2011-11-16,74.78189806093717
2011-11-17,74.78189806093717
2011-11-18,74.78189806093717
2011-11-21,74.78189806093717
2011-11-22,76.46290993858061
2011-11-23,77.58296707556114
2011-11-25,81.34187356726073
2011-11-28,77.2747798888977
2011-11-29,77.2747798888977
2011-11-30,82.45187172949673
2011-12-01,85.80336194843325
2011-12-02,81.5131938510116
2011-12-05,77.43753415846102
2011-12-06,77.43753415846102
2011-12-07,75.596931276118
2011-12-08,74.70244876220492
2011-12-09,80.3051324193703
2011-12-12,80.3051324193703
2011-12-13,83.27551991368695
2011-12-14,83.69197071155341
2011-12-15,81.70767237451685
2011-12-16,87.83574780260561
2011-12-19,86.07196601599378
2011-12-20,87.43548143289313
2011-12-21,85.3624261692855
2011-12-22,83.2574591471394
2011-12-23,83.83339886558038
2011-12-27,84.92452268259211
2011-12-28,82.93114324183078
2011-12-29,81.32825629210946
2011-12-30,81.57846933869226
2012-01-03,82.31869696210113
2012-01-04,82.65237005253564
2012-01-05,83.00185663229566
2012-01-06,86.43351523738261
2012-01-09,92.9160288801863
2012-01-10,88.27022743617698
2012-01-11,94.89049449389026
2012-01-12,95.87998868863934
2012-01-13,95.79387118596146
2012-01-17,96.69209073390475
2012-01-18,91.85748619720951
2012-01-19,94.33502449294573
2012-01-20,101.41015132991666
2012-01-23,109.0159126796604
2012-01-24,104.26580697574786
2012-01-25,104.42821388422729
2012-01-26,106.31522586281622
2012-01-27,111.49372564710634
2012-01-30,112.29489545501596
2012-01-31,110.06199352855894
2012-02-01,104.55889385213099
2012-02-02,108.35429734103253
2012-02-03,110.1739032240545
2012-02-06,113.95992410869727
2012-02-07,108.2619279032624
2012-02-08,110.41686619067383
2012-02-09,110.41686619067383
2012-02-10,110.41686619067383
2012-02-13,104.89602288114014
2012-02-14,99.65122173708313
2012-02-15,99.65122173708313
2012-02-16,99.65122173708313
2012-02-17,107.12506336736436
2012-02-21,101.76881019899615
2012-02-22,101.76881019899615
2012-02-23,101.76881019899615
2012-02-24,101.02380588715899
2012-02-27,108.60059132869591
2012-02-28,108.60059132869591
2012-02-29,108.60059132869591
2012-03-01,106.59475840757581
2012-03-02,106.59475840757581
2012-03-05,106.25315265481409
2012-03-06,101.81641296697116
2012-03-07,101.81641296697116
2012-03-08,101.81641296697116
2012-03-09,96.7255923186226
2012-03-12,96.7255923186226
2012-03-13,96.7255923186226
2012-03-14,96.7255923186226
2012-03-15,96.7255923186226
2012-03-16,96.7255923186226
2012-03-19,96.7255923186226
2012-03-20,96.7255923186226
2012-03-21,96.7255923186226
2012-03-22,96.7255923186226
2012-03-23,96.7255923186226
2012-03-26,96.7255923186226
2012-03-27,96.7255923186226
2012-03-28,96.7255923186226
2012-03-29,96.7255923186226
2012-03-30,96.7255923186226
2012-04-02,96.7255923186226
2012-04-03,96.7255923186226
2012-04-04,96.7255923186226
2012-04-05,96.7255923186226
2012-04-09,91.88931270269147
2012-04-10,91.21291086307319
2012-04-11,86.65226531991954
2012-04-12,86.65226531991954
2012-04-13,86.65226531991954
2012-04-16,86.65226531991954
2012-04-17,86.65226531991954
2012-04-18,86.65226531991954
2012-04-19,93.1511852189135
2012-04-20,93.1511852189135
2012-04-23,93.1511852189135
2012-04-24,99.18559804094842
2012-04-25,105.40794461601833
2012-04-26,104.23104330565198
2012-04-27,104.23104330565198
2012-04-30,99.01949114036938
2012-05-01,99.01949114036938
2012-05-02,99.01949114036938
2012-05-03,99.01949114036938
2012-05-04,97.6173757192868
2012-05-07,98.34996310172691
2012-05-08,97.97193153132247
2012-05-09,98.57812325675062
2012-05-10,97.59234202418311
2012-05-11,98.11638855985724
2012-05-14,101.0342906657506
2012-05-15,100.85691202704687
2012-05-16,101.50511449805876
2012-05-17,100.49006335307817
2012-05-18,96.33268987983544
2012-05-21,100.6318874523341
2012-05-22,102.14136576411912
2012-05-23,102.24297972730629
2012-05-24,102.24297972730629
2012-05-25,102.9499794094875
2012-05-29,101.92047961539262
2012-05-30,101.92047961539262
2012-05-31,100.9012748192387
2012-06-01,101.21370407660326
2012-06-04,100.20156703583723
2012-06-05,100.33552643258567
2012-06-06,101.84055932907445
2012-06-07,100.8221537357837
2012-06-08,99.39494375867893
2012-06-11,96.66561974571475
2012-06-12,96.66561974571475
2012-06-13,95.24121570292284
2012-06-14,97.0224329257162
2012-06-15,97.0224329257162
2012-06-18,96.4525604796119
2012-06-19,96.4525604796119
2012-06-20,95.48803487481578
2012-06-21,92.9374156411322
2012-06-22,88.2905448590756
2012-06-25,88.2905448590756
2012-06-26,88.2905448590756
2012-06-27,85.79758599568994
2012-06-28,81.50770669590544
2012-06-29,84.35958508861336
2012-07-02,87.7396292044233
2012-07-03,94.32010139475504
2012-07-05,90.31474250522656
2012-07-06,85.79900537996524
2012-07-09,81.50905511096697
2012-07-10,87.62223424428949
2012-07-11,87.62223424428949
2012-07-12,83.24112253207501
2012-07-13,83.24112253207501
2012-07-16,83.24112253207501
2012-07-17,83.24112253207501
2012-07-18,83.24112253207501
2012-07-19,83.24112253207501
2012-07-20,79.07906640547127
2012-07-23,75.1251130851977
2012-07-24,71.36885743093781
2012-07-25,76.72152173825815
2012-07-26,76.72152173825815
2012-07-27,76.72152173825815
2012-07-30,82.13496217940221
2012-07-31,82.13496217940221
2012-08-01,82.13496217940221
2012-08-02,88.29508434285738
2012-08-03,88.29508434285738
2012-08-06,88.29508434285738
2012-08-07,88.29508434285738
2012-08-08,88.29508434285738
2012-08-09,94.91721566857169
2012-08-10,102.03600684371456
2012-08-13,102.03600684371456
2012-08-14,102.19376722263851
2012-08-15,102.19376722263851
2012-08-16,102.19376722263851
2012-08-17,102.19376722263851
2012-08-20,97.08407886150658
2012-08-21,97.08407886150658
2012-08-22,104.36538477611958
2012-08-23,104.36538477611958
2012-08-24,112.19278863432855
2012-08-27,112.19278863432855
2012-08-28,112.19278863432855
2012-08-29,112.19278863432855
2012-08-30,112.19278863432855
2012-08-31,112.19278863432855
2012-09-04,113.59833766477367
2012-09-05,113.59833766477367
2012-09-06,113.59833766477367
2012-09-07,107.91842078153498
2012-09-10,111.10901278579485
2012-09-11,119.44218874472946
2012-09-12,118.39663740197577
2012-09-13,127.27638520712395
2012-09-14,127.93475355057873
2012-09-17,121.5380158730498
2012-09-18,116.26915493479137
2012-09-19,116.26915493479137
2012-09-20,114.49390158635268
2012-09-21,114.49390158635268
2012-09-24,123.08094420532913
2012-09-25,116.92689699506268
2012-09-26,116.92689699506268
2012-09-27,116.92689699506268
2012-09-28,119.29235184802205
2012-10-01,119.29235184802205
2012-10-02,119.29235184802205
2012-10-03,119.29235184802205
2012-10-04,119.29235184802205
2012-10-05,119.29235184802205
2012-10-08,113.32773425562095
2012-10-09,113.32773425562095
2012-10-10,111.46824579998126
2012-10-11,105.89483350998219
2012-10-12,105.89483350998219
2012-10-15,105.89483350998219
2012-10-16,105.89483350998219
2012-10-17,105.89483350998219
2012-10-18,105.89483350998219
2012-10-19,105.43302319360853
2012-10-22,105.43302319360853
2012-10-23,105.43302319360853
2012-10-24,100.1613720339281
2012-10-25,100.1613720339281
2012-10-26,100.1613720339281
2012-10-31,100.1613720339281
2012-11-01,100.1613720339281
2012-11-02,100.1613720339281
2012-11-05,100.1613720339281
2012-11-06,100.1613720339281
2012-11-07,95.6403268095212
2012-11-08,95.6403268095212
