strategy,start_date,end_date,days,trades,trade_days,final_account,total_pnl,return_pct,win_rate,mean_R,median_R,mean_trade_pnl,mean_trade_return,mean_ev,median_ev,mean_selection_score,mean_sized_risk,profit_factor,max_drawdown_dollars,max_drawdown_pct
m=1.5,2011-10-06 00:00:00,2026-02-27 00:00:00,3618,2083,2083,418808.4080783802,418708.4080783802,418708.4080783802,0.4987998079692751,0.10002490842768558,0.0,201.01219782927532,0.005021758514181637,0.2780826914106733,0.22885605911694307,0.2780826914106733,0.04453779282552225,1.1661507878852282,-231359.374516666,-48.30816569207445
