strategy,class_id,class_label,mean_predicted_probability,observed_frequency
m=1.5,0,SL (class 0),0.027082237310984983,0.21808510638297873
m=1.5,0,SL (class 0),0.16208139081076484,0.2733644859813084
m=1.5,0,SL (class 0),0.2462501884059238,0.3161688980432544
m=1.5,0,SL (class 0),0.3368923472908308,0.4009433962264151
m=1.5,0,SL (class 0),0.4393345772242937,0.47540983606557374
m=1.5,0,SL (class 0),0.5240808963775635,0.6
m=1.5,1,TP (class 1),0.06826712954188546,0.08064516129032258
m=1.5,1,TP (class 1),0.16200767225379883,0.1308411214953271
m=1.5,1,TP (class 1),0.24843828357830397,0.2009966777408638
m=1.5,1,TP (class 1),0.34339699079100205,0.2245430809399478
m=1.5,1,TP (class 1),0.44476100303528066,0.2687224669603524
m=1.5,1,TP (class 1),0.5430633845463605,0.38028169014084506
m=1.5,1,TP (class 1),0.648967138221187,0.46774193548387094
m=1.5,1,TP (class 1),0.7342467159032822,0.5555555555555556
m=1.5,1,TP (class 1),0.831044080582532,0.5
m=1.5,1,TP (class 1),0.9856767505407333,0.625
m=1.5,2,TIME (class 2),0.009395655335620381,0.09022556390977443
m=1.5,2,TIME (class 2),0.15928988503057415,0.2857142857142857
m=1.5,2,TIME (class 2),0.252126837013573,0.31125827814569534
m=1.5,2,TIME (class 2),0.35288767557841516,0.3715415019762846
m=1.5,2,TIME (class 2),0.4551713647424872,0.4263959390862944
m=1.5,2,TIME (class 2),0.5448395285356561,0.5740318906605922
m=1.5,2,TIME (class 2),0.6401067585275885,0.631578947368421
m=1.5,2,TIME (class 2),0.7476406129116707,0.5957446808510638
m=1.5,2,TIME (class 2),0.841566481651404,0.6794871794871795
m=1.5,2,TIME (class 2),0.9363423748449846,0.7575757575757576
