strategy,start_date,end_date,days,trades,trade_days,final_account,total_pnl,return_pct,win_rate,mean_R,median_R,mean_trade_pnl,mean_trade_return,mean_ev,median_ev,mean_selection_score,mean_sized_risk,profit_factor,max_drawdown_dollars,max_drawdown_pct
m=1.5,2011-10-06 00:00:00,2026-02-27 00:00:00,3618,1865,1865,504721.394070028,504621.394070028,504621.394070028,0.5056300268096515,0.11519284201776818,0.02856655757572897,270.5744740321863,0.0056823782050204035,0.30354426916968835,0.25061263036865683,0.30354426916968835,0.04734316485628817,1.1689889211478428,-287665.7569929598,-49.16090555291137
