date,m1.5
2011-10-06,98.561991670636
2011-10-07,98.561991670636
2011-10-10,101.90717691980026
2011-10-11,100.08219883783771
2011-10-12,100.08219883783771
2011-10-13,101.19682502641871
2011-10-14,100.92618267493229
2011-10-17,100.92618267493229
2011-10-18,100.92618267493229
2011-10-19,95.87987354118567
2011-10-20,95.87987354118567
2011-10-21,95.87987354118567
2011-10-24,95.87987354118567
2011-10-25,91.08587986412638
2011-10-26,91.08587986412638
2011-10-27,86.53158587092007
2011-10-28,82.20500657737406
2011-10-31,82.20500657737406
2011-11-01,86.82804440133675
2011-11-02,87.13702322361641
2011-11-03,85.18760488444201
2011-11-04,83.08019013994658
2011-11-07,83.08019013994658
2011-11-08,83.08019013994658
2011-11-09,78.92618063294925
2011-11-10,78.92618063294925
2011-11-11,78.92618063294925
2011-11-14,74.9798716013018
2011-11-15,74.9798716013018
2011-11-16,74.78189806093717
2011-11-17,74.78189806093717
2011-11-18,74.78189806093717
2011-11-21,74.78189806093717
2011-11-22,76.46290993858061
2011-11-23,77.58296707556114
2011-11-25,81.34187356726073
2011-11-28,77.2747798888977
2011-11-29,77.2747798888977
2011-11-30,82.45187172949673
2011-12-01,85.80336194843325
2011-12-02,81.5131938510116
2011-12-05,77.43753415846102
2011-12-06,77.43753415846102
2011-12-07,75.596931276118
2011-12-08,75.596931276118
2011-12-09,81.26670112182686
2011-12-12,81.26670112182686
2011-12-13,81.26670112182686
2011-12-14,81.67310606000362
2011-12-15,81.67310606000362
2011-12-16,87.79858901450389
2011-12-19,87.79858901450389
2011-12-20,89.18945685736274
2011-12-21,89.18945685736274
2011-12-22,89.18945685736274
2011-12-23,89.18945685736274
2011-12-27,89.18945685736274
2011-12-28,87.09596932259466
2011-12-29,87.09596932259466
2011-12-30,87.36392721106844
2012-01-03,88.15665098653702
2012-01-04,88.51398781598874
2012-01-05,88.88825961053095
2012-01-06,92.56328777688879
2012-01-09,99.50553436015545
2012-01-10,94.53025764214767
2012-01-11,101.62002696530875
2012-01-12,102.6796950309957
2012-01-13,102.58747016705135
2012-01-17,103.5493904855153
2012-01-18,98.37192096123954
2012-01-19,101.02516362546142
2012-01-20,108.60205089737103
2012-01-23,116.74720471467386
2012-01-24,111.66022659010797
2012-01-25,111.83415122299198
2012-01-26,113.8549880746791
2012-01-27,119.40074153002959
2012-01-30,120.2587294446021
2012-01-31,117.86747249955516
2012-02-01,111.97409887457741
2012-02-02,116.03866832321944
2012-02-03,117.98731871107081
2012-02-06,122.04184015118611
2012-02-07,115.9397481436268
2012-02-08,118.2475123516574
2012-02-09,118.2475123516574
2012-02-10,118.2475123516574
2012-02-13,112.33513673407454
2012-02-14,106.71837989737081
2012-02-15,106.71837989737081
2012-02-16,106.71837989737081
2012-02-17,114.72225838967361
2012-02-21,108.98614547018994
2012-02-22,108.98614547018994
2012-02-23,108.98614547018994
2012-02-24,108.18830624865402
2012-02-27,116.30242921730307
2012-02-28,116.30242921730307
2012-02-29,116.30242921730307
2012-03-01,114.15434476881015
2012-03-02,114.15434476881015
2012-03-05,113.78851270109566
2012-03-06,109.03712417560237
2012-03-07,109.03712417560237
2012-03-08,109.03712417560237
2012-03-09,103.58526796682226
2012-03-12,103.58526796682226
2012-03-13,103.58526796682226
2012-03-14,103.58526796682226
2012-03-15,103.58526796682226
2012-03-16,103.58526796682226
2012-03-19,103.58526796682226
2012-03-20,103.58526796682226
2012-03-21,103.58526796682226
2012-03-22,103.58526796682226
2012-03-23,103.58526796682226
2012-03-26,103.58526796682226
2012-03-27,103.58526796682226
2012-03-28,103.58526796682226
2012-03-29,103.58526796682226
2012-03-30,103.58526796682226
2012-04-02,103.58526796682226
2012-04-03,103.58526796682226
2012-04-04,103.58526796682226
2012-04-05,103.58526796682226
2012-04-09,98.40600456848114
2012-04-10,97.68163303318663
2012-04-11,92.7975513815273
2012-04-12,92.7975513815273
2012-04-13,92.7975513815273
2012-04-16,92.7975513815273
2012-04-17,92.7975513815273
2012-04-18,92.7975513815273
2012-04-19,99.75736773514184
2012-04-20,99.75736773514184
2012-04-23,99.75736773514184
2012-04-24,106.2197346662624
2012-04-25,112.88336341136093
2012-04-26,111.62299751767665
2012-04-27,111.62299751767665
2012-04-30,106.04184764179281
2012-05-01,106.04184764179281
2012-05-02,106.04184764179281
2012-05-03,106.04184764179281
2012-05-04,104.54029569331959
2012-05-07,105.3248373900941
2012-05-08,104.91999622467355
2012-05-09,104.91999622467355
2012-05-10,104.91999622467355
2012-05-11,104.91999622467355
2012-05-14,108.04023212438291
2012-05-15,108.04023212438291
2012-05-16,108.04023212438291
2012-05-17,108.04023212438291
2012-05-18,103.57050068935801
2012-05-21,108.1927119626193
2012-05-22,108.1927119626193
2012-05-23,108.1927119626193
2012-05-24,108.1927119626193
2012-05-25,108.1927119626193
2012-05-29,108.1927119626193
2012-05-30,108.1927119626193
2012-05-31,108.1927119626193
2012-06-01,108.1927119626193
2012-06-04,108.1927119626193
2012-06-05,108.1927119626193
2012-06-06,108.1927119626193
2012-06-07,108.1927119626193
2012-06-08,108.1927119626193
2012-06-11,105.2218066467087
2012-06-12,105.2218066467087
2012-06-13,103.6713239914306
2012-06-14,105.610202516242
2012-06-15,105.610202516242
2012-06-18,104.98988881531079
2012-06-19,104.98988881531079
2012-06-20,104.98988881531079
2012-06-21,102.18546174645655
2012-06-22,97.07618865913372
2012-06-25,97.07618865913372
2012-06-26,97.07618865913372
2012-06-27,94.33515964716236
2012-06-28,89.61840166480424
2012-06-29,92.7540656855135
2012-07-02,96.47045231316756
2012-07-03,103.70573623665513
2012-07-05,99.30181081261311
2012-07-06,94.33672027198246
2012-07-09,89.61988425838334
2012-07-10,96.34137557776208
2012-07-11,96.34137557776208
2012-07-12,91.52430679887398
2012-07-13,91.52430679887398
2012-07-16,91.52430679887398
2012-07-17,91.52430679887398
2012-07-18,91.52430679887398
2012-07-19,91.52430679887398
2012-07-20,86.94809145893028
2012-07-23,82.60068688598376
2012-07-24,78.47065254168457
2012-07-25,84.35595148231091
2012-07-26,84.35595148231091
2012-07-27,84.35595148231091
2012-07-30,90.30807428774024
2012-07-31,90.30807428774024
2012-08-01,90.30807428774024
2012-08-02,97.08117985932076
2012-08-03,97.08117985932076
2012-08-06,97.08117985932076
2012-08-07,97.08117985932076
2012-08-08,97.08117985932076
2012-08-09,104.36226834876982
2012-08-10,112.18943847492756
2012-08-13,112.18943847492756
2012-08-14,112.36289732413732
2012-08-15,112.36289732413732
2012-08-16,112.36289732413732
2012-08-17,112.36289732413732
2012-08-20,106.74475245793046
2012-08-21,106.74475245793046
2012-08-22,114.75060889227524
2012-08-23,114.75060889227524
2012-08-24,123.35690455919588
2012-08-27,123.35690455919588
2012-08-28,123.35690455919588
2012-08-29,123.35690455919588
2012-08-30,123.35690455919588
2012-08-31,123.35690455919588
2012-09-04,124.90231741248543
2012-09-05,124.90231741248543
2012-09-06,124.90231741248543
2012-09-07,118.65720154186116
2012-09-10,122.16528399660453
2012-09-11,131.32768029634988
2012-09-12,130.17808789589552
2012-09-13,139.94144448808768
2012-09-14,140.66532595940978
2012-09-17,133.63205966143929
2012-09-18,127.83890322234932
2012-09-19,127.83890322234932
2012-09-20,125.88699739544718
2012-09-21,125.88699739544718
2012-09-24,135.3285222001057
2012-09-25,128.56209609010043
2012-09-26,128.56209609010043
2012-09-27,128.56209609010043
2012-09-28,131.16293338176138
2012-10-01,131.16293338176138
2012-10-02,131.16293338176138
2012-10-03,131.16293338176138
2012-10-04,131.16293338176138
2012-10-05,131.16293338176138
2012-10-08,124.6047867126733
2012-10-09,124.6047867126733
2012-10-10,122.56026368455876
2012-10-11,116.43225050033082
2012-10-12,116.43225050033082
2012-10-15,116.43225050033082
2012-10-16,116.43225050033082
2012-10-17,116.43225050033082
2012-10-18,116.43225050033082
2012-10-19,115.92448621516779
2012-10-22,115.92448621516779
2012-10-23,115.92448621516779
2012-10-24,110.1282619044094
2012-10-25,110.1282619044094
2012-10-26,110.1282619044094
2012-10-31,110.1282619044094
2012-11-01,110.1282619044094
2012-11-02,110.1282619044094
2012-11-05,110.1282619044094
2012-11-06,110.1282619044094
2012-11-07,105.15733506460424
2012-11-08,105.15733506460424
