strategy,start_date,end_date,days,trades,trade_days,final_account,total_pnl,return_pct,win_rate,mean_R,median_R,mean_trade_pnl,mean_trade_return,mean_ev,median_ev,mean_selection_score,mean_sized_risk,profit_factor,max_drawdown_dollars,max_drawdown_pct
m=1.5,2011-10-06 00:00:00,2026-02-27 00:00:00,3618,3413,3413,1236395.320177007,1234395.320177007,61719.766008850354,0.4969235276882508,0.07956389703212562,0.0,361.67457374069994,0.0023283640831350716,0.21023250033571625,0.15571820255647756,0.21023250033571625,0.039419500239217885,1.0809471116568425,-777953.1908338759,-49.23882646545174
